"w","U:0","U:1","U:2","StrainRate","U_0:0","U_0:1","U_0:2","ddt0(U):0","ddt0(U):1","ddt0(U):2","ddtCorrDdt0(U):0","ddtCorrDdt0(U):1","ddtCorrDdt0(U):2","g","nu_fluid","p","taw","theta","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.99665,-0.00028616,0.013115,3.4191e-08,0.029158,-0.00028616,0.013115,3.419e-08,5.1782e-07,-2.3441e-05,8.9418e-09,5.1782e-07,-2.3441e-05,8.9418e-09,0.076324,1e-10,3.3746e-17,1e-10,5.287e-29,1,0.02275,0.08775,0,0.03
0.99723,-0.00028714,0.01316,3.0197e-08,0.024795,-0.00028714,0.01316,3.0197e-08,4.2013e-07,-1.9001e-05,8.1605e-09,4.2013e-07,-1.9001e-05,8.1605e-09,0.064912,1e-10,3.3747e-17,1e-10,-1.4099e-28,1,0.023,0.088,0,0.03
0.99759,-0.00028806,0.013202,2.7002e-08,0.022874,-0.00028806,0.013202,2.7001e-08,3.6069e-07,-1.6295e-05,7.5761e-09,3.6069e-07,-1.6295e-05,7.5761e-09,0.059885,1e-10,3.2659e-17,1e-10,-3.5247e-29,1,0.02325,0.08825,0,0.03
0.99795,-0.00028899,0.013245,2.3807e-08,0.020953,-0.00028899,0.013245,2.3806e-08,3.0125e-07,-1.3588e-05,6.9917e-09,3.0125e-07,-1.3588e-05,6.9917e-09,0.054857,1e-10,0,1e-10,0,1,0.0235,0.0885,0,0.03
0.99831,-0.00028991,0.013287,2.0611e-08,0.019031,-0.00028991,0.013287,2.0611e-08,2.418e-07,-1.0881e-05,6.4074e-09,2.418e-07,-1.0881e-05,6.4074e-09,0.049829,1e-10,0,1e-10,-1.7623e-29,1,0.02375,0.08875,0,0.03
0.99867,-0.00029083,0.013329,1.7416e-08,0.01711,-0.00029083,0.013329,1.7415e-08,1.8236e-07,-8.1745e-06,5.823e-09,1.8236e-07,-8.1745e-06,5.823e-09,0.044802,1e-10,3.2663e-17,1e-10,-1.4099e-28,1,0.024,0.089,0,0.03
0.99819,-0.00029151,0.01336,1.4513e-08,0.016429,-0.00029151,0.01336,1.4513e-08,1.4758e-07,-6.6046e-06,4.9631e-09,1.4758e-07,-6.6046e-06,4.9631e-09,0.043358,0.031432,0.00061337,0.0004685,0,1,0.02425,0.08925,0,0.03
0.9977,-0.00029218,0.013391,1.161e-08,0.015749,-0.00029218,0.013391,1.161e-08,1.128e-07,-5.0346e-06,4.1031e-09,1.128e-07,-5.0346e-06,4.1031e-09,0.041915,0.062865,0.0012267,0.00093701,0,1,0.0245,0.0895,0,0.03
0.99722,-0.00029286,0.013422,8.7077e-09,0.015068,-0.00029286,0.013422,8.7074e-09,7.8026e-08,-3.4647e-06,3.2431e-09,7.8026e-08,-3.4647e-06,3.2431e-09,0.040471,0.094297,0.0018401,0.0014055,-1.7623e-29,1,0.02475,0.08975,0,0.03
0.99976,-0.00029443,0.013494,0,0.013871,-0.00029443,0.013494,0,0,0,0,0,0,0,0.039028,0.25146,0.004907,0.003748,0,1,0.025,0.09,0,0.03
